Year,Rank,MovieID,Gross
2020,102,rl1950974721,80188
2020,103,rl2489287425,79081
2020,104,rl3394470657,77681
2020,105,rl1129808641,77182
2020,106,rl2656404225,76944
2020,107,rl2168554241,76877
2020,108,rl1111786241,70776
2020,109,rl3211100929,69808
2020,110,rl279740929,68236
2020,111,rl641762049,65627
2020,112,rl3360916225,65316
2020,113,rl363627009,64929
2020,114,rl608207617,62503
2020,115,rl3629875969,62272
2020,116,rl3847062273,62129
2020,117,rl2957214465,60148
2020,118,rl2269217537,60087
2020,119,rl407077633,51621
2020,120,rl1161855745,49238
2020,121,rl112951809,47803
2020,122,rl3377693441,46734
2020,123,rl3830285057,45072
2020,124,rl3779953409,45071
2020,125,rl531399169,43001
2020,126,rl2444132865,41742
2020,127,rl3719922177,41327
2020,128,rl828146433,40530
2020,129,rl1900643073,40318
2020,130,rl1111655169,37724
2020,131,rl2673181441,37483
2020,132,rl2673640193,37442
2020,133,rl78610945,36172
2020,134,rl3611853569,35827
2020,135,rl3233448449,35824
2020,136,rl3697312513,34761
2020,137,rl2438759169,34655
2020,138,rl2460910081,34349
2020,139,rl3250225665,33137
2020,140,rl2102428417,32649
2020,141,rl3714089729,32346
2020,142,rl1111524097,31928
2020,143,rl296518145,30692
2020,144,rl2506064641,30050
2020,145,rl1163363073,29049
2020,146,rl3411247873,28634
2020,147,rl2119205633,28555
2020,148,rl591758081,28528
2020,149,rl1884324609,28015
2020,150,rl574980865,27453
2020,151,rl1178764033,27096
2020,152,rl2472313601,26396
2020,153,rl2959442689,26315
2020,154,rl4165042945,26105
2020,155,rl1145209601,26011
2020,156,rl1128563457,24982
2020,157,rl2421981953,24276
2020,158,rl240681729,24181
2020,159,rl3125445377,23917
2020,160,rl3864756993,22142
2020,161,rl3360195329,21826
2020,162,rl727286529,21708
2020,163,rl2908848897,20432
2020,164,rl1180140289,19578
2020,165,rl346849793,19543
2020,166,rl2656207617,19505
2020,167,rl3048571393,19236
2020,168,rl861700865,18647
2020,169,rl3444802305,18004
2020,170,rl1145340673,17635
2020,171,rl1934197505,17395
2020,172,rl2875294465,15667
2020,173,rl2689499905,14989
2020,174,rl2343600641,14719
2020,175,rl2218885889,14608
2020,176,rl3428025089,14218
2020,177,rl3747644161,10086
2020,178,rl2042331649,10077
2020,179,rl3796730625,7499
2020,180,rl2185331457,6518
2020,181,rl710509313,6361
2020,182,rl1146585857,6118
2020,183,rl2973991681,5377
2020,184,rl2455536385,5351
2020,185,rl1505722881,4927
2020,186,rl2202108673,4512
2020,187,rl4256399873,4071
2020,188,rl2421326593,3811
2020,189,rl162300417,3785
2020,190,rl380404225,2784
2020,191,rl844923649,2525
2020,192,rl1957462529,2065
2020,193,rl3062400769,1299
2020,194,rl1556054529,827
2020,195,rl1967751937,637
2020,196,rl1128432385,366
2020,197,rl257458945,273
2020,198,rl1606386177,91
2020,199,rl2276033025,17
2019,1,rl1003259649,11355349
2019,2,rl1756595713,5485487
2019,3,rl565019137,4595513
2019,4,rl1868727297,4061483
2019,5,rl882476545,3822440
2019,6,rl2999813889,3789840
2019,7,rl1848936193,3623691
2019,8,rl1453163009,3552253
2019,9,rl4094919681,3409318
2019,10,rl3086648321,3365873
2019,11,rl2953807617,3198434
2019,12,rl2521925377,3120251
2019,13,rl2913239553,2956221
2019,14,rl3062400769,2801557
2019,15,rl3373762305,2793213
2019,16,rl176064257,2767678
2019,17,rl2778759681,2296061
2019,18,rl203392513,2071567
2019,19,rl3338568705,2041789
2019,20,rl2767881729,1941049
2019,21,rl3383460353,1934221
2019,22,rl4052190721,1822160
2019,23,rl3614934785,1793002
2019,24,rl4173562881,1759582
2019,25,rl3122365441,1676800
2019,26,rl3752296961,1636650
2019,27,rl2660009473,1512473
2019,28,rl866222593,1449275
2019,29,rl2342486529,1443196
2019,30,rl4262954753,1386373
2019,31,rl3512239361,1338037
2019,32,rl1673430529,1332408
2019,33,rl615350785,1293143
2019,34,rl254182913,1278415
2019,35,rl1242990337,1233755
2019,36,rl1411876353,1222177
2019,37,rl3594748929,1211516
2019,38,rl1859553025,1203085
2019,39,rl3801384705,1147187
2019,40,rl1386185729,1123852
2019,41,rl3698033921,994646
2019,42,rl2934998017,986842
2019,43,rl1629193217,890010
2019,44,rl782861825,866010
2019,45,rl4159801089,835210
2019,46,rl4138436097,819674
2019,47,rl3500638721,803372
2019,48,rl2470807297,799885
2019,49,rl4204954113,785111
2019,50,rl907576321,702558
2019,51,rl2190771713,607777
2019,52,rl3366356481,592661
2019,53,rl2400748545,559460
2019,54,rl2669249537,532807
2019,55,rl3507324161,523293
2019,56,rl1420265217,517913
2019,57,rl3628893441,500963
2019,58,rl4255285761,485473
2019,59,rl2795536897,485284
2019,60,rl2477884417,469131
2019,61,rl2943976705,442060
2019,62,rl2359263745,397834
2019,63,rl522487297,385973
2019,64,rl2095023105,384054
2019,65,rl678528257,382313
2019,66,rl3008726273,382219
2019,67,rl1950385409,362606
2019,68,rl4138239489,355894
2019,69,rl1879475457,355114
2019,70,rl3229975553,353271
2019,71,rl514621953,284653
2019,72,rl2146206721,284626
2019,73,rl3015280129,265603
2019,74,rl3348136961,251806
2019,75,rl3070461185,244192
2019,76,rl1385530369,236858
2019,77,rl547522305,235494
2019,78,rl2054391553,199648
2019,79,rl3296560385,199592
2019,80,rl2284749825,197603
2019,81,rl1197114625,196894
2019,82,rl3830088705,192615
2019,83,rl3441001985,189428
2019,84,rl2376040961,186424
2019,85,rl2157937153,183349
2019,86,rl2812314113,179639
2019,87,rl2276033025,179371
2019,88,rl4145775617,168585
2019,89,rl2055832577,167217
2019,90,rl1383433473,162584
2019,91,rl431850497,153874
2019,92,rl2650899457,147902
2019,93,rl2992538881,139395
2019,94,rl2220918017,137743
2019,95,rl3516367873,130209
2019,96,rl2649654273,129770
2019,97,rl1048871937,126872
2019,98,rl2890106113,126012
2019,99,rl535200769,125461
2019,100,rl3534193153,124959
2019,101,rl2047509761,124606
2019,102,rl2315486465,122699
2019,103,rl3512763393,120312
2019,104,rl2695135745,115952
2019,105,rl3419964929,115447
2019,106,rl3332146177,114030
2019,107,rl249791489,112660
2019,108,rl3517415937,111341
2019,109,rl4277699585,110235
2019,110,rl1642824705,109845
2019,111,rl2174714369,102928
2019,112,rl2705687809,102912
2019,113,rl506430977,99687
2019,114,rl260211713,97907
2019,115,rl2598012673,97580
2019,116,rl916554241,95665
2019,117,rl342787329,90344
2019,118,rl3400237569,87424
2019,119,rl2940437761,85285
2019,120,rl1132037377,84020
2019,121,rl1627817217,83857
2019,122,rl2301986561,82148
2019,123,rl2935981569,79848
2019,124,rl3523904769,76211
2019,125,rl2524939521,75738
2019,126,rl3417014785,73701
2019,127,rl3373499393,72871
2019,128,rl3127608577,72674
2019,129,rl1235059201,71637
2019,130,rl1289651713,70700
2019,131,rl1584497921,67305
2019,132,rl797082625,66041
2019,133,rl2689042177,65804
2019,134,rl2782561281,58235
2019,135,rl711820545,57946
2019,136,rl3353052161,52012
2019,137,rl531399169,50588
2019,138,rl283870209,50496
2019,139,rl2121041665,48288
2019,140,rl2639233793,48271
2019,141,rl2926150913,46269
2019,142,rl2594210305,45422
2019,143,rl398361601,44459
2019,144,rl3088614401,44440
2019,145,rl1393394945,44311
2019,146,rl968263425,44308
2019,147,rl698450433,41205
2019,148,rl279740929,40075
2019,149,rl4037181953,39370
2019,150,rl4171858433,37825
2019,151,rl4188635649,37070
2019,152,rl2312995841,35297
2019,153,rl4238967297,35051
2019,154,rl715227649,34326
2019,155,rl4037640705,32166
2019,156,rl1957791233,31005
2019,157,rl4255744513,30707
2019,158,rl2907931905,29323
2019,159,rl296518145,28956
2019,160,rl364414465,28817
2019,161,rl1285390849,27311
2019,162,rl743016193,27009
2019,163,rl2745467393,25955
2019,164,rl1084064257,25826
2019,165,rl251560961,24381
2019,166,rl97223681,24033
2019,167,rl346849793,23946
2019,168,rl1335722497,23890
2019,169,rl1737196545,23203
2019,170,rl1957462529,21441
2019,171,rl702972929,20352
2019,172,rl2795799041,20316
2019,173,rl363627009,19173
2019,174,rl248022017,18284
2019,175,rl4291396609,17914
2019,176,rl4267935489,17716
2019,177,rl2681832449,17617
2019,178,rl3512435969,17387
2019,179,rl2564785153,16769
2019,180,rl278627841,16553
2019,181,rl3436807169,15016
2019,182,rl4003431425,14263
2019,183,rl3616703489,13329
2019,184,rl2649129985,13268
2019,185,rl3601302017,13201
2019,186,rl4087972353,12238
2019,187,rl732004865,11844
2019,188,rl3550970369,9687
2019,189,rl1736606721,9350
2019,190,rl2699133953,8530
2019,191,rl3817899009,7603
2019,192,rl2818606337,6757
2019,193,rl2644541953,6720
2019,194,rl3060958465,6462
2019,195,rl782336513,6386
2019,196,rl162300417,4674
2019,197,rl3989144577,4664
2019,198,rl2891547905,4602
2019,199,rl3477178113,4320
2019,200,rl799113729,4287
2018,1,rl2562622977,4137423
2018,2,rl1947895553,3114361
2018,3,rl119440385,2621565
2018,4,rl4132865025,1990103
2018,5,rl3379791617,1785267
2018,6,rl1241941761,1711586
2018,7,rl4245980929,1562513
2018,8,rl114394881,1313117
2018,9,rl411338497,1126738
2018,10,rl1116833537,1043544
2018,11,rl1561888513,753342
2018,12,rl1046185729,648824
2018,13,rl3512763393,402047
2018,14,rl2950727425,401054
2018,15,rl1289651713,392986
2018,16,rl3277162241,383362
2018,17,rl3232204289,334892
2018,18,rl2139325953,332589
2018,19,rl1667204097,308110
2018,20,rl3551823617,303746
2018,21,rl571770369,300287
2018,22,rl3226306305,249060
2018,23,rl2756805633,235238
2018,24,rl1145340929,214311
2018,25,rl641106945,175275
2018,26,rl3653535489,174365
2018,27,rl2079556609,164619
2018,28,rl1130857473,163620
2018,29,rl1165068033,150963
2018,30,rl2853733889,103700
2018,31,rl4250240001,101430
2018,32,rl2408220161,89643
2018,33,rl985236993,70470
2018,34,rl3530589953,66669
2018,35,rl2015856385,45018
2018,36,rl3830678529,40553
2018,37,rl3046475521,36963
2018,38,rl3766519297,33241
2018,39,rl4252337921,28861
2018,40,rl701072897,28794
2018,41,rl3470361601,24084
2018,42,rl1914799873,15357
2018,43,rl3268707329,4275
2018,44,rl3079832577,577
2018,45,rl3812067073,358
2018,46,rl2086110977,132
2017,1,rl3578103553,6935211
2017,2,rl3654518273,3633683
2017,3,rl764184065,2975412
2017,4,rl924419841,2509277
2017,5,rl1474791169,2427175
2017,6,rl2791343105,2140029
2017,7,rl3282994945,1200838
2017,8,rl1714717697,1037765
2017,9,rl2019263489,885477
2017,10,rl3854403073,673511
2017,11,rl4149643009,589258
2017,12,rl1159169793,553757
2017,13,rl1506772481,505280
2017,14,rl3843393025,491551
2017,15,rl1432716289,483578
2017,16,rl1561888513,462070
2017,17,rl716539393,456724
2017,18,rl4271539969,411762
2017,19,rl2083423745,399247
2017,20,rl2340325121,368636
2017,21,rl2050262529,361517
2017,22,rl3133834753,346535
2017,23,rl3132655105,302969
2017,24,rl2508359169,285230
2017,25,rl2815592193,255472
2017,26,rl1848411649,249407
2017,27,rl3812067073,237588
2017,28,rl4090463745,230988
2017,29,rl1008501761,228211
2017,30,rl145065473,199665
2017,31,rl959678209,178636
2017,32,rl4062611201,136318
2017,33,rl2086110977,133762
2017,34,rl1046053889,124455
2017,35,rl1814267393,100337
2017,36,rl1043957505,77454
2017,37,rl641106945,62599
2017,38,rl2696382209,56239
2017,39,rl3046475521,54726
2017,40,rl2529265153,42219
2017,41,rl3364521729,33430
2017,42,rl747276033,25184
2017,43,rl2820768769,24204
2017,44,rl2402714625,15295
2017,45,rl4283073537,12035
2016,1,rl1893041921,3616268
2016,2,rl1233028865,2544459
2016,3,rl3825895169,1915349
2016,4,rl1400866049,1673793
2016,5,rl2693170689,1566065
2016,6,rl696092417,1328126
2016,7,rl2340325121,1248858
2016,8,rl1148486657,1220222
2016,9,rl3388573441,952773
2016,10,rl3285157377,819798
2016,11,rl1367507969,749374
2016,12,rl655655937,676308
2016,13,rl3101001217,667000
2016,14,rl3037038337,633295
2016,15,rl767329793,537702
2016,16,rl874546689,514541
2016,17,rl4028924929,495772
2016,18,rl2256635393,416298
2016,19,rl2967963137,380000
2016,20,rl1427408385,357581
2016,21,rl496403969,344629
2016,22,rl1153599233,325129
2016,23,rl3515385345,315638
2016,24,rl1713735425,286483
2016,25,rl3822880513,271845
2016,26,rl1280148481,262107
2016,27,rl3305931777,247486
2016,28,rl2910684929,247455
2016,29,rl2176026369,246096
2016,30,rl3941565441,202458
2016,31,rl1665894145,180498
2016,32,rl342393857,154487
2016,33,rl1019905025,133916
2016,34,rl3580069121,133840
2016,35,rl59541249,133184
2016,36,rl4062611201,114049
2016,37,rl1004045825,112000
2016,38,rl3165619201,106036
2016,39,rl1896908033,101645
2016,40,rl3151857409,84353
2016,41,rl2776270081,82960
2016,42,rl344753153,77760
2016,43,rl3238888961,73293
2016,44,rl226591745,60984
2016,45,rl2884601601,57760
2016,46,rl2445575681,44331
2016,47,rl2749138689,41621
2016,48,rl94340865,34595
2016,49,rl2997913345,27183
2016,50,rl1842972417,24504
2016,51,rl160728833,20133
2016,52,rl3616966401,15005
2016,53,rl3840312321,14364
2016,54,rl768967681,13479
2016,55,rl774211329,12249
2016,56,rl1966245633,4292
2016,57,rl1583646465,4018
2016,58,rl2872542977,3848
2016,59,rl3874129409,3447
2016,60,rl1722648065,2235
2016,61,rl3139864065,1980
2015,1,rl3266414081,6563572
2015,2,rl3308488193,5215007
2015,3,rl3038414593,4400147
2015,4,rl1239123713,4112942
2015,5,rl1170572289,2904527
2015,6,rl2477032449,2421796
2015,7,rl1076397569,2054218
2015,8,rl3302262529,2052025
2015,9,rl2530313729,2015288
2015,10,rl3950871553,2003079
2015,11,rl2658371329,1743465
2015,12,rl151422721,1586257
2015,13,rl3950937345,1508719
2015,14,rl1711506689,1469074
2015,15,rl160728833,1309181
2015,16,rl1706263553,1281863
2015,17,rl935233281,1280179
2015,18,rl3234760449,1218456
2015,19,rl1886226177,1136115
2015,20,rl1251247873,1094098
2015,21,rl1367507969,1076619
2015,22,rl1775535105,1024278
2015,23,rl2873394945,990030
2015,24,rl3760883457,973124
2015,25,rl112231425,882775
2015,26,rl1434027777,824566
2015,27,rl1521387009,693412
2015,28,rl4183131905,627399
2015,29,rl3364325121,620643
2015,30,rl3976889345,615239
2015,31,rl3571877377,603154
2015,32,rl521111041,590773
2015,33,rl3976037889,549306
2015,34,rl1410049,543529
2015,35,rl527795201,509229
2015,36,rl2308540161,460588
2015,37,rl630687489,459144
2015,38,rl2906883329,458896
2015,39,rl3079504897,426370
2015,40,rl115835905,423946
2015,41,rl1916897025,399098
2015,42,rl1257604097,350679
2015,43,rl2727314433,319246
2015,44,rl3504244481,300251
2015,45,rl2951644929,292217
2015,46,rl3099821057,268083
2015,47,rl2075821825,257158
2015,48,rl342393857,251617
2015,49,rl1115653377,248921
2015,50,rl2745730561,243624
2015,51,rl2458682369,232578
2015,52,rl3403383809,232407
2015,53,rl3682370817,195683
2015,54,rl1551533057,195591
2015,55,rl59541249,194656
2015,56,rl332432385,193174
2015,57,rl1962771457,190640
2015,58,rl3804726785,184679
2015,59,rl3181347841,184316
2015,60,rl2120713985,166142
2015,61,rl471892993,161091
2015,62,rl3339683585,159610
2015,63,rl2705687553,131422
2015,64,rl322602753,127823
2015,65,rl60131073,126609
2015,66,rl2279179265,117735
2015,67,rl2245035009,115668
2015,68,rl1242138369,111779
2015,69,rl1325630721,100602
2015,70,rl3732636929,99155
2015,71,rl891258625,92573
2015,72,rl3625354753,90810
2015,73,rl4143089153,86398
2015,74,rl3393618945,80098
2015,75,rl3479536641,75589
2015,76,rl4095640577,75334
2015,77,rl61835009,75210
2015,78,rl1561363457,72679
2015,79,rl1944290305,72127
2015,80,rl774211329,71036
2015,81,rl1748337665,69721
2015,82,rl2733671937,67027
2015,83,rl3448603649,66793
2015,84,rl2505934593,64832
2015,85,rl3530720257,63887
2015,86,rl3616966401,62291
2015,87,rl905676289,61983
2015,88,rl2305328385,60640
2015,89,rl666928897,60398
2015,90,rl3050276353,54207
2015,91,rl2273215745,52611
2015,92,rl4222714881,51879
2015,93,rl1732740097,51747
2015,94,rl2907931649,48230
2015,95,rl2519435009,47534
2015,96,rl2667152385,47482
2015,97,rl626426881,45460
2015,98,rl2668070145,44485
2015,99,rl2484635137,42245
2015,100,rl1563985409,40825
2015,101,rl3857548801,39885
2015,102,rl2297202177,38479
2015,103,rl2551088385,34932
2015,104,rl2629994241,34838
2015,105,rl3979445761,32398
2015,106,rl3543107073,29965
2015,107,rl996378369,25056
2015,108,rl3171845377,24939
2015,109,rl1799325185,23537
2015,110,rl605718017,22560
2015,111,rl1632798465,21691
2015,112,rl1399751937,20509
2015,113,rl1632601345,17007
2015,114,rl1307804673,16785
2015,115,rl1566082305,13661
2015,116,rl4206528001,13463
2015,117,rl339248897,13278
2015,118,rl2112324609,12227
2015,119,rl1065518593,11740
2015,120,rl2221638913,9324
2015,121,rl678331649,8092
2015,122,rl3679487233,7970
2015,123,rl2016379905,7657
2015,124,rl1816102657,7195
2015,125,rl638158593,5451
2015,126,rl4216030465,5272
2015,127,rl3850470913,5213
2015,128,rl830374913,3938
2015,129,rl90604801,1747
2015,130,rl690456321,1465
2015,131,rl115377153,627
2015,132,rl278561793,299
2015,133,rl2434500353,110
2015,134,rl3441329921,86
2014,1,rl2660468225,475407
2014,2,rl4253845249,386011
2014,3,rl1905230849,189765
2014,4,rl1061848833,163262
2014,5,rl1695057665,57161
2014,6,rl2303034625,51111
2014,7,rl4064249601,27271
2014,8,rl2390984449,23041
2014,9,rl4260856833,14996
2014,10,rl1576043521,14562
2014,11,rl2673051393,10781
2014,12,rl3219424257,10752
2014,13,rl3273229825,6057
2014,14,rl754615297,6012
2014,15,rl1799653121,2507
2014,16,rl85427969,1428
2011,1,rl789218305,1796042
2011,2,rl1478788865,1178500
2011,3,rl4032332801,1041282
2011,4,rl3633481473,775941
2011,5,rl2934081025,673954
2011,6,rl1655211777,605073
2011,7,rl1138787841,598051
2011,8,rl2537785089,497879
2011,9,rl3963257857,461786
2011,10,rl3561784321,455142
2011,11,rl3904210689,453343
2011,12,rl1497007617,412312
2011,13,rl3691414529,406887
2011,14,rl1221560065,384083
2011,15,rl3698361345,334224
2011,16,rl10127105,329039
2011,17,rl1434616833,308213
2011,18,rl2639890177,302006
2011,19,rl1559070465,277023
2011,20,rl3736635137,276549
2011,21,rl2677835521,270646
2011,22,rl1175750401,260203
2011,23,rl4097213953,253273
2011,24,rl3741025793,249212
2011,25,rl1398638337,223100
2011,26,rl34571265,203572
2011,27,rl2325710593,183345
2011,28,rl182748929,174681
2011,29,rl3126887681,166456
2011,30,rl1626375937,144717
2011,31,rl1094944513,140737
2011,32,rl792954625,134926
2011,33,rl2640151553,133052
2011,34,rl441812225,130834
2011,35,rl1571653377,124676
2011,36,rl81889025,114385
2011,37,rl2474411265,108537
2011,38,rl1209763329,103554
2011,39,rl1597212417,102114
2011,40,rl3607593985,100226
2011,41,rl1317832193,96066
2011,42,rl387548161,80950
2011,43,rl926713345,71039
2011,44,rl1323075073,67639
2011,45,rl543262465,65841
2011,46,rl4131685377,64872
2011,47,rl3506472193,59988
2011,48,rl3399321089,58395
2011,49,rl2992014337,51249
2011,50,rl495814401,46515
2011,51,rl405505537,40939
2011,52,rl4277241601,36536
2011,53,rl585729025,31723
2011,54,rl1198032129,30781
2011,55,rl1317504001,26892
2011,56,rl1024361473,26849
2011,57,rl157517057,19392
2011,58,rl2542306305,17697
2011,59,rl472090369,12690
2011,60,rl1299875073,12356
2011,61,rl2973730561,8192
2011,62,rl363890177,4280
2011,63,rl1223198465,4272
2011,64,rl1974830593,24
2010,1,rl128812545,200078
2010,2,rl1241745153,188275
2010,3,rl363890177,135628
2010,4,rl2950989313,132360
2010,5,rl3055911937,53868
2010,6,rl3152249857,29825
2010,7,rl3169420801,19897
2010,8,rl1974830593,533
2010,9,rl1136559873,24
2009,1,rl2944238593,276201
2009,2,rl2217182721,161933
2009,3,rl2222556161,116036
2009,4,rl101876737,43129
